timestamp,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,platform_power,node_type
1695115663,389633.3333333334,737280.0,99613.33333333334,290020.0,190.0,1
1695115666,0.0,0.0,0.0,0.0,182.0,1
1695115669,0.0,0.0,0.0,0.0,171.0,1
1695115672,0.0,0.0,0.0,0.0,171.0,1
1695115675,0.0,0.0,0.0,0.0,171.0,1
1695115678,0.0,0.0,0.0,0.0,171.0,1
1695115681,0.0,0.0,0.0,0.0,171.0,1
1695115684,0.0,0.0,0.0,0.0,171.0,1
1695115687,0.0,0.0,0.0,0.0,171.0,1
1695115690,0.0,0.0,0.0,0.0,171.0,1
1695115693,84689.33333333333,0.0,0.0,84689.33333333333,171.0,1
1695115696,196339.66666666666,0.0,13262.0,183077.66666666666,171.0,1
1695115699,0.0,0.0,0.0,0.0,171.0,1
1695115702,0.0,0.0,0.0,0.0,171.0,1
1695115705,0.0,0.0,0.0,0.0,171.0,1
1695115708,386682.0,638976.0,97284.0,289404.0,180.0,1
1695115711,0.0,0.0,0.0,0.0,221.0,1
1695115714,25160.0,0.0,0.0,25160.0,219.0,1
1695115717,0.0,0.0,0.0,0.0,219.0,1
1695115720,0.0,0.0,0.0,0.0,222.0,1
1695115723,0.0,0.0,0.0,0.0,220.0,1
1695115726,0.0,0.0,0.0,0.0,223.0,1
1695115729,1413.3333333333335,0.0,0.0,1413.3333333333335,219.0,1
1695115732,0.0,0.0,0.0,0.0,223.0,1
1695115735,0.0,0.0,0.0,0.0,220.0,1
1695115738,0.0,0.0,0.0,0.0,220.0,1
1695115741,278360.0,109226.66666666666,87193.33333333334,191160.0,171.0,1
1695115744,0.0,103765.33333333333,0.0,0.0,171.0,1
1695115747,0.0,0.0,0.0,0.0,171.0,1
1695115750,0.0,0.0,0.0,0.0,171.0,1
1695115753,399728.3333333333,980309.3333333334,49729.333333333336,349999.0,174.0,1
1695115756,0.0,589824.0,0.0,0.0,230.0,1
1695115759,0.0,0.0,0.0,0.0,229.0,1
1695115762,0.0,0.0,0.0,0.0,227.0,1
1695115765,0.0,0.0,0.0,0.0,226.0,1
1695115768,0.0,0.0,0.0,0.0,227.0,1
1695115771,0.0,0.0,0.0,0.0,230.0,1
1695115774,24164.0,0.0,9667.0,14504.0,227.0,1
1695115777,0.0,0.0,0.0,0.0,227.0,1
1695115780,0.0,0.0,0.0,0.0,229.0,1
1695115783,0.0,0.0,0.0,0.0,229.0,1
1695115786,286062.0,0.0,71820.0,214242.0,171.0,1
1695115789,0.0,0.0,0.0,0.0,171.0,1
1695115792,0.0,0.0,0.0,0.0,171.0,1
1695115795,0.0,0.0,0.0,0.0,171.0,1
1695115798,386720.0,709973.3333333333,90906.66666666666,295813.3333333333,173.0,1
1695115801,41367.33333333333,0.0,3791.3333333333335,37576.0,212.0,1
1695115804,0.0,0.0,0.0,0.0,212.0,1
1695115807,0.0,0.0,0.0,0.0,212.0,1
1695115810,0.0,0.0,0.0,0.0,211.0,1
1695115813,0.0,0.0,0.0,0.0,213.0,1
1695115816,0.0,0.0,0.0,0.0,212.0,1
1695115819,0.0,0.0,0.0,0.0,211.0,1
1695115822,0.0,0.0,0.0,0.0,213.0,1
1695115825,0.0,0.0,0.0,0.0,210.0,1
1695115828,0.0,0.0,0.0,0.0,212.0,1
1695115831,299148.6666666666,0.0,4009.0,295139.6666666666,177.0,1
1695115834,29952.0,0.0,1542.0,28410.0,171.0,1
1695115837,0.0,0.0,0.0,0.0,171.0,1
1695115840,0.0,0.0,0.0,0.0,171.0,1
1695115843,333870.0,737280.0,55296.0,278568.0,175.0,1
1695115846,34413.333333333336,737280.0,19573.333333333332,14846.666666666668,218.0,1
1695115849,0.0,0.0,0.0,0.0,218.0,1
1695115852,0.0,0.0,0.0,0.0,219.0,1
1695115855,0.0,0.0,0.0,0.0,220.0,1
1695115858,0.0,0.0,0.0,0.0,221.0,1
1695115861,0.0,0.0,0.0,0.0,218.0,1
1695115864,0.0,0.0,0.0,0.0,219.0,1
1695115867,0.0,0.0,0.0,0.0,220.0,1
1695115870,0.0,0.0,0.0,0.0,219.0,1
1695115873,0.0,0.0,0.0,0.0,220.0,1
1695115876,262026.6666666667,0.0,35260.0,226766.6666666667,171.0,1
1695115879,14839.0,0.0,14839.0,0.0,173.0,1
1695115882,0.0,0.0,0.0,0.0,171.0,1
1695115885,0.0,0.0,0.0,0.0,171.0,1
1695115888,341316.0,651264.0,50502.0,290807.6666666666,176.0,1
1695115891,38689.0,70997.33333333333,3297.0,35392.0,235.0,1
1695115894,19460.0,0.0,0.0,19460.0,232.0,1
1695115897,0.0,0.0,0.0,0.0,232.0,1
1695115900,0.0,0.0,0.0,0.0,231.0,1
1695115903,0.0,0.0,0.0,0.0,234.0,1
1695115906,0.0,0.0,0.0,0.0,233.0,1
1695115909,0.0,0.0,0.0,0.0,233.0,1
1695115912,0.0,0.0,0.0,0.0,232.0,1
1695115915,0.0,0.0,0.0,0.0,232.0,1
1695115918,0.0,0.0,0.0,0.0,232.0,1
1695115921,311045.0,315392.0,120036.0,191016.0,174.0,1
1695115924,15853.333333333332,300373.3333333333,0.0,15853.333333333332,171.0,1
1695115927,0.0,0.0,0.0,0.0,171.0,1
1695115930,0.0,0.0,0.0,0.0,171.0,1
1695115933,275873.3333333333,1196032.0,70353.33333333333,205520.0,171.0,1
1695115936,129629687.0,4560213.333333334,51797680.333333336,77832006.66666667,236.0,1
1695115939,0.0,0.0,0.0,0.0,238.0,1
1695115942,0.0,0.0,0.0,0.0,240.0,1
1695115945,0.0,0.0,0.0,0.0,237.0,1
1695115948,0.0,0.0,0.0,0.0,238.0,1
1695115951,0.0,0.0,0.0,0.0,240.0,1
1695115954,21039.333333333336,30037.333333333332,8404.0,12628.0,238.0,1
1695115957,0.0,0.0,0.0,0.0,237.0,1
1695115960,0.0,0.0,0.0,0.0,239.0,1
1695115963,0.0,0.0,0.0,0.0,237.0,1
1695115966,269869.6666666667,1365.3333333333333,91417.33333333333,178458.33333333334,171.0,1
1695115969,23610.0,0.0,0.0,23604.0,171.0,1
1695115972,0.0,0.0,0.0,0.0,171.0,1
1695115975,0.0,0.0,0.0,0.0,171.0,1
1695115978,147726.0,613034.6666666667,20743.333333333336,126986.0,171.0,1
1695115981,217716.0,746837.3333333334,4438.666666666666,213274.0,239.0,1
1695115984,0.0,0.0,0.0,0.0,239.0,1
1695115987,0.0,0.0,0.0,0.0,240.0,1
1695115990,0.0,0.0,0.0,0.0,241.0,1
1695115993,0.0,0.0,0.0,0.0,241.0,1
1695115996,0.0,0.0,0.0,0.0,242.0,1
1695115999,0.0,0.0,0.0,0.0,241.0,1
1695116002,0.0,0.0,0.0,0.0,240.0,1
1695116005,0.0,0.0,0.0,0.0,240.0,1
1695116008,0.0,0.0,0.0,0.0,242.0,1
1695116011,262320.0,327680.0,87533.33333333334,174786.6666666667,177.0,1
1695116014,31400.666666666668,311296.0,12546.333333333334,18854.333333333336,171.0,1
1695116017,0.0,0.0,0.0,0.0,171.0,1
1695116020,0.0,0.0,0.0,0.0,171.0,1
1695116023,67076.33333333334,129706.66666666667,4794.333333333334,62282.0,171.0,1
1695116026,283391.3333333334,544768.0,36277.33333333333,247114.0,241.0,1
1695116029,0.0,0.0,0.0,0.0,241.0,1
1695116032,0.0,0.0,0.0,0.0,240.0,1
1695116035,0.0,0.0,0.0,0.0,239.0,1
1695116038,0.0,0.0,0.0,0.0,239.0,1
1695116041,0.0,0.0,0.0,0.0,238.0,1
1695116044,0.0,0.0,0.0,0.0,240.0,1
1695116047,0.0,0.0,0.0,0.0,242.0,1
1695116050,0.0,0.0,0.0,0.0,239.0,1
1695116053,0.0,0.0,0.0,0.0,241.0,1
1695116056,83580.0,0.0,9072.0,74515.0,171.0,1
1695116059,192480.0,0.0,24820.0,167660.0,171.0,1
1695116062,0.0,0.0,0.0,0.0,171.0,1
1695116065,0.0,0.0,0.0,0.0,171.0,1
1695116068,0.0,0.0,0.0,0.0,171.0,1
1695116071,394453.3333333334,709973.3333333333,146226.66666666666,248226.6666666667,182.0,1
1695116074,27133.333333333332,30037.333333333332,10838.666666666668,16294.666666666666,224.0,1
1695116077,0.0,0.0,0.0,0.0,222.0,1
1695116080,0.0,0.0,0.0,0.0,224.0,1
1695116083,0.0,0.0,0.0,0.0,224.0,1
1695116086,0.0,0.0,0.0,0.0,224.0,1
1695116089,0.0,0.0,0.0,0.0,224.0,1
1695116092,0.0,0.0,0.0,0.0,225.0,1
1695116095,0.0,0.0,0.0,0.0,223.0,1
1695116098,0.0,0.0,0.0,0.0,223.0,1
1695116101,68248.0,0.0,16257.666666666666,51984.0,208.0,1
1695116104,191367.33333333334,1365.3333333333333,66096.66666666666,125276.66666666667,171.0,1
1695116107,0.0,0.0,0.0,0.0,171.0,1
1695116110,0.0,0.0,0.0,0.0,172.0,1
1695116113,0.0,0.0,0.0,0.0,171.0,1
1695116116,376380.0,663552.0,77544.0,298836.0,208.0,1
1695116119,0.0,0.0,0.0,0.0,240.0,1
1695116122,0.0,0.0,0.0,0.0,242.0,1
1695116125,0.0,0.0,0.0,0.0,244.0,1
1695116128,0.0,0.0,0.0,0.0,240.0,1
1695116131,0.0,0.0,0.0,0.0,242.0,1
1695116134,22380.0,0.0,0.0,22373.333333333336,241.0,1
1695116137,0.0,0.0,0.0,0.0,242.0,1
1695116140,0.0,0.0,0.0,0.0,240.0,1
1695116143,0.0,0.0,0.0,0.0,244.0,1
1695116146,95613.33333333334,0.0,6646.666666666666,88966.66666666666,242.0,1
1695116149,185547.66666666666,0.0,35656.66666666667,149891.0,171.0,1
1695116152,0.0,0.0,0.0,0.0,171.0,1
1695116155,0.0,0.0,0.0,0.0,171.0,1
1695116158,0.0,0.0,0.0,0.0,171.0,1
1695116161,401058.3333333333,700416.0,88818.66666666667,312239.6666666667,200.0,1
1695116164,0.0,0.0,0.0,0.0,274.0,1
1695116167,0.0,0.0,0.0,0.0,273.0,1
1695116170,0.0,0.0,0.0,0.0,275.0,1
1695116173,0.0,0.0,0.0,0.0,274.0,1
1695116176,0.0,0.0,0.0,0.0,273.0,1
1695116179,0.0,0.0,0.0,0.0,275.0,1
1695116182,0.0,0.0,0.0,0.0,274.0,1
1695116185,0.0,0.0,0.0,0.0,275.0,1
1695116188,0.0,0.0,0.0,0.0,274.0,1
1695116191,81662.0,0.0,8302.0,73360.0,274.0,1
1695116194,222719.0,0.0,107324.0,115395.0,171.0,1
1695116197,0.0,0.0,0.0,0.0,171.0,1
1695116200,0.0,0.0,0.0,0.0,171.0,1
1695116203,0.0,0.0,0.0,0.0,171.0,1
1695116206,426173.3333333334,682666.6666666667,72040.0,354133.3333333334,184.0,1
1695116209,0.0,0.0,0.0,0.0,287.0,1
1695116212,0.0,0.0,0.0,0.0,285.0,1
1695116215,0.0,0.0,0.0,0.0,285.0,1
1695116218,0.0,0.0,0.0,0.0,285.0,1
1695116221,0.0,0.0,0.0,0.0,284.0,1
1695116224,0.0,0.0,0.0,0.0,284.0,1
1695116227,0.0,0.0,0.0,0.0,285.0,1
1695116230,0.0,0.0,0.0,0.0,286.0,1
1695116233,0.0,0.0,0.0,0.0,285.0,1
1695116236,0.0,0.0,0.0,0.0,286.0,1
1695116239,240692.0,0.0,52224.666666666664,188467.33333333334,171.0,1
1695116242,15378.0,0.0,6144.0,9240.0,171.0,1
1695116245,0.0,0.0,0.0,0.0,171.0,1
1695116248,0.0,0.0,0.0,0.0,171.0,1
1695116251,221795.0,1155072.0,57405.666666666664,164389.3333333333,171.0,1
1695116254,134971.0,1155072.0,64400.333333333336,70570.66666666667,293.0,1
1695116257,0.0,0.0,0.0,0.0,290.0,1
1695116260,0.0,0.0,0.0,0.0,291.0,1
1695116263,0.0,0.0,0.0,0.0,292.0,1
1695116266,0.0,0.0,0.0,0.0,291.0,1
1695116269,0.0,0.0,0.0,0.0,292.0,1
1695116272,0.0,0.0,0.0,0.0,293.0,1
1695116275,0.0,0.0,0.0,0.0,292.0,1
1695116278,0.0,0.0,0.0,0.0,292.0,1
1695116281,0.0,0.0,0.0,0.0,293.0,1
1695116284,261586.6666666667,191146.6666666667,75666.66666666667,185913.3333333333,179.0,1
1695116287,24636.666666666668,181589.33333333334,0.0,24636.666666666668,171.0,1
1695116290,0.0,0.0,0.0,0.0,171.0,1
1695116293,0.0,0.0,0.0,0.0,171.0,1
1695116296,258227.33333333334,1164629.3333333333,8324.0,249904.33333333334,171.0,1
1695116299,101653.0,1123669.3333333333,29372.666666666664,72279.33333333333,290.0,1
1695116302,0.0,0.0,0.0,0.0,291.0,1
1695116305,0.0,0.0,0.0,0.0,290.0,1
1695116308,0.0,0.0,0.0,0.0,289.0,1
1695116311,0.0,0.0,0.0,0.0,291.0,1
1695116314,16625.0,0.0,6643.0,9989.0,293.0,1
1695116317,0.0,0.0,0.0,0.0,291.0,1
1695116320,0.0,0.0,0.0,0.0,291.0,1
1695116323,0.0,0.0,0.0,0.0,294.0,1
1695116326,0.0,0.0,0.0,0.0,290.0,1
1695116329,243432.0,344064.0,6111.0,237314.0,171.0,1
1695116332,42626.66666666667,327680.0,5453.333333333334,37180.0,171.0,1
1695116335,0.0,0.0,0.0,0.0,171.0,1
1695116338,0.0,0.0,0.0,0.0,171.0,1
1695116341,52013.33333333333,928426.6666666667,15033.333333333332,36980.0,171.0,1
1695116344,356353.3333333334,928426.6666666667,101926.66666666666,254420.0,242.0,1
1695116347,0.0,0.0,0.0,0.0,242.0,1
1695116350,0.0,0.0,0.0,0.0,244.0,1
1695116353,0.0,0.0,0.0,0.0,243.0,1
1695116356,0.0,0.0,0.0,0.0,244.0,1
1695116359,0.0,0.0,0.0,0.0,244.0,1
1695116362,0.0,0.0,0.0,0.0,244.0,1
1695116365,0.0,0.0,0.0,0.0,246.0,1
1695116368,0.0,0.0,0.0,0.0,244.0,1
1695116371,1745.3333333333333,0.0,696.6666666666667,1048.6666666666665,243.0,1
1695116374,244970.0,0.0,21428.0,223549.33333333334,173.0,1
1695116377,82368.0,0.0,17310.0,65052.0,172.0,1
1695116380,0.0,0.0,0.0,0.0,171.0,1
1695116383,0.0,0.0,0.0,0.0,171.0,1
1695116386,244170.0,368640.0,24690.0,219480.0,171.0,1
1695116389,118547.33333333333,285354.6666666666,74974.0,43579.666666666664,273.0,1
1695116392,0.0,0.0,0.0,0.0,275.0,1
1695116395,0.0,0.0,0.0,0.0,275.0,1
1695116398,0.0,0.0,0.0,0.0,275.0,1
1695116401,0.0,0.0,0.0,0.0,276.0,1
1695116404,0.0,0.0,0.0,0.0,274.0,1
1695116407,0.0,0.0,0.0,0.0,276.0,1
1695116410,0.0,0.0,0.0,0.0,277.0,1
1695116413,0.0,0.0,0.0,0.0,276.0,1
1695116416,0.0,0.0,0.0,0.0,277.0,1
1695116419,117253.33333333334,77824.0,17940.0,99306.66666666666,171.0,1
1695116422,175553.66666666666,77824.0,42648.666666666664,132905.0,173.0,1
1695116425,0.0,0.0,0.0,0.0,174.0,1
1695116428,0.0,0.0,0.0,0.0,171.0,1
1695116431,0.0,0.0,0.0,0.0,171.0,1
1695116434,409646.3333333333,700416.0,86817.33333333333,322829.0,332.0,1
1695116437,0.0,0.0,0.0,0.0,339.0,1
1695116440,0.0,0.0,0.0,0.0,339.0,1
1695116443,0.0,0.0,0.0,0.0,339.0,1
1695116446,0.0,0.0,0.0,0.0,341.0,1
1695116449,0.0,0.0,0.0,0.0,339.0,1
1695116452,0.0,0.0,0.0,0.0,340.0,1
1695116455,0.0,0.0,0.0,0.0,343.0,1
1695116458,0.0,0.0,0.0,0.0,343.0,1
1695116461,0.0,0.0,0.0,0.0,344.0,1
1695116464,75943.0,0.0,0.0,75943.0,230.0,1
1695116467,186106.6666666667,0.0,57000.0,129106.66666666666,174.0,1
1695116470,0.0,0.0,0.0,0.0,171.0,1
1695116473,0.0,0.0,0.0,0.0,171.0,1
1695116476,0.0,0.0,0.0,0.0,171.0,1
1695116479,446746.6666666666,709973.3333333333,57046.66666666667,389700.0,343.0,1
1695116482,0.0,0.0,0.0,0.0,355.0,1
1695116485,0.0,0.0,0.0,0.0,357.0,1
1695116488,0.0,0.0,0.0,0.0,357.0,1
1695116491,0.0,0.0,0.0,0.0,357.0,1
1695116494,13698.666666666666,0.0,5463.333333333334,8235.333333333332,359.0,1
1695116497,0.0,0.0,0.0,0.0,359.0,1
1695116500,0.0,0.0,0.0,0.0,359.0,1
1695116503,0.0,0.0,0.0,0.0,360.0,1
1695116506,0.0,0.0,0.0,0.0,361.0,1
1695116509,78188.0,0.0,24918.666666666668,53269.333333333336,269.0,1
1695116512,220311.0,0.0,51632.0,168686.0,173.0,1
1695116515,0.0,0.0,0.0,0.0,171.0,1
1695116518,0.0,0.0,0.0,0.0,174.0,1
1695116521,0.0,0.0,0.0,0.0,171.0,1
1695116524,420910.0,745472.0,89243.0,331660.0,301.0,1
1695116527,0.0,0.0,0.0,0.0,364.0,1
1695116530,0.0,0.0,0.0,0.0,365.0,1
1695116533,0.0,0.0,0.0,0.0,365.0,1
1695116536,0.0,0.0,0.0,0.0,367.0,1
1695116539,0.0,0.0,0.0,0.0,367.0,1
1695116542,0.0,0.0,0.0,0.0,368.0,1
1695116545,0.0,0.0,0.0,0.0,370.0,1
1695116548,0.0,0.0,0.0,0.0,370.0,1
1695116551,899.3333333333334,0.0,361.0,538.3333333333333,369.0,1
1695116554,84252.33333333333,544768.0,28189.666666666668,56062.666666666664,363.0,1
1695116557,184560.0,516096.0,26874.0,157692.0,174.0,1
1695116560,0.0,0.0,0.0,0.0,171.0,1
1695116563,0.0,0.0,0.0,0.0,171.0,1
1695116566,0.0,0.0,0.0,0.0,171.0,1
1695116569,351270.0,638976.0,67428.0,283842.0,270.0,1
1695116572,0.0,0.0,0.0,0.0,365.0,1
1695116575,0.0,0.0,0.0,0.0,366.0,1
1695116578,0.0,0.0,0.0,0.0,368.0,1
1695116581,0.0,0.0,0.0,0.0,371.0,1
1695116584,0.0,0.0,0.0,0.0,368.0,1
1695116587,0.0,0.0,0.0,0.0,368.0,1
1695116590,0.0,0.0,0.0,0.0,370.0,1
1695116593,0.0,0.0,0.0,0.0,370.0,1
1695116596,0.0,0.0,0.0,0.0,369.0,1
1695116599,72660.0,0.0,40706.666666666664,31953.333333333336,219.0,1
1695116602,195339.0,0.0,6605.666666666667,188727.0,173.0,1
1695116605,0.0,0.0,0.0,0.0,171.0,1
1695116608,0.0,0.0,0.0,0.0,171.0,1
1695116611,0.0,0.0,0.0,0.0,171.0,1
1695116614,413940.3333333333,648533.3333333334,127059.33333333333,286881.0,197.0,1
1695116617,0.0,0.0,0.0,0.0,210.0,1
1695116620,0.0,0.0,0.0,0.0,213.0,1
1695116623,0.0,0.0,0.0,0.0,212.0,1
1695116626,0.0,0.0,0.0,0.0,213.0,1
1695116629,0.0,0.0,0.0,0.0,213.0,1
1695116632,0.0,0.0,0.0,0.0,213.0,1
1695116635,0.0,0.0,0.0,0.0,213.0,1
1695116638,0.0,0.0,0.0,0.0,214.0,1
1695116641,0.0,0.0,0.0,0.0,214.0,1
1695116644,83664.0,0.0,15253.0,68411.0,180.0,1
1695116647,211740.0,0.0,38386.666666666664,173360.0,174.0,1
1695116650,0.0,0.0,0.0,0.0,171.0,1
1695116653,0.0,0.0,0.0,0.0,171.0,1
1695116656,0.0,0.0,0.0,0.0,171.0,1
1695116659,404466.6666666666,709973.3333333333,121280.0,283180.0,185.0,1
1695116662,0.0,0.0,0.0,0.0,222.0,1
1695116665,0.0,0.0,0.0,0.0,219.0,1
1695116668,0.0,0.0,0.0,0.0,220.0,1
1695116671,0.0,0.0,0.0,0.0,221.0,1
1695116674,23686.666666666668,0.0,9449.333333333332,14243.666666666666,218.0,1
1695116677,0.0,0.0,0.0,0.0,218.0,1
1695116680,0.0,0.0,0.0,0.0,221.0,1
1695116683,0.0,0.0,0.0,0.0,220.0,1
1695116686,0.0,0.0,0.0,0.0,220.0,1
1695116689,67880.66666666666,0.0,32642.0,35238.66666666667,196.0,1
1695116692,182838.0,0.0,88752.0,94080.0,171.0,1
1695116695,0.0,0.0,0.0,0.0,171.0,1
1695116698,0.0,0.0,0.0,0.0,171.0,1
1695116701,0.0,0.0,0.0,0.0,174.0,1
1695116704,352824.0,688128.0,99414.0,253410.0,213.0,1
1695116707,0.0,0.0,0.0,0.0,232.0,1
1695116710,0.0,0.0,0.0,0.0,232.0,1
1695116713,0.0,0.0,0.0,0.0,232.0,1
1695116716,0.0,0.0,0.0,0.0,231.0,1
1695116719,0.0,0.0,0.0,0.0,231.0,1
1695116722,0.0,0.0,0.0,0.0,232.0,1
1695116725,0.0,0.0,0.0,0.0,233.0,1
1695116728,0.0,0.0,0.0,0.0,233.0,1
1695116731,1260.0,0.0,500.0,760.0,234.0,1
1695116734,93800.0,0.0,14293.333333333332,79506.66666666667,233.0,1
1695116737,184629.33333333334,0.0,79369.33333333333,105260.0,171.0,1
1695116740,0.0,0.0,0.0,0.0,171.0,1
1695116743,0.0,0.0,0.0,0.0,171.0,1
1695116746,0.0,0.0,0.0,0.0,171.0,1
1695116749,385814.0,674474.6666666666,115849.33333333333,269971.0,199.0,1
1695116752,0.0,0.0,0.0,0.0,232.0,1
1695116755,0.0,0.0,0.0,0.0,235.0,1
1695116758,0.0,0.0,0.0,0.0,234.0,1
1695116761,0.0,0.0,0.0,0.0,234.0,1
1695116764,0.0,0.0,0.0,0.0,235.0,1
1695116767,0.0,0.0,0.0,0.0,233.0,1
1695116770,0.0,0.0,0.0,0.0,234.0,1
1695116773,0.0,0.0,0.0,0.0,234.0,1
1695116776,0.0,0.0,0.0,0.0,237.0,1
1695116779,74252.0,0.0,7650.666666666667,66601.33333333334,234.0,1
1695116782,173352.0,0.0,22404.0,150948.0,171.0,1
1695116785,0.0,0.0,0.0,0.0,171.0,1
1695116788,0.0,0.0,0.0,0.0,171.0,1
1695116791,0.0,0.0,0.0,0.0,171.0,1
1695116794,392592.0,688128.0,84072.0,308520.0,184.0,1
1695116797,0.0,0.0,0.0,0.0,232.0,1
1695116800,0.0,0.0,0.0,0.0,232.0,1
1695116803,0.0,0.0,0.0,0.0,232.0,1
1695116806,0.0,0.0,0.0,0.0,234.0,1
1695116809,0.0,0.0,0.0,0.0,232.0,1
1695116812,0.0,0.0,0.0,0.0,232.0,1
1695116815,0.0,0.0,0.0,0.0,232.0,1
1695116818,0.0,0.0,0.0,0.0,232.0,1
1695116821,0.0,0.0,0.0,0.0,232.0,1
1695116824,0.0,0.0,0.0,0.0,231.0,1
1695116827,281246.6666666667,0.0,42993.33333333333,238246.6666666667,171.0,1
1695116830,17638.333333333336,0.0,0.0,17644.666666666664,171.0,1
1695116833,0.0,0.0,0.0,0.0,171.0,1
1695116836,0.0,0.0,0.0,0.0,171.0,1
1695116839,337047.3333333333,648533.3333333334,114424.33333333333,222623.0,171.0,1
1695116842,130272292.33333333,3407872.0,51931291.666666664,78340993.66666667,232.0,1
1695116845,0.0,0.0,0.0,0.0,233.0,1
1695116848,0.0,0.0,0.0,0.0,233.0,1
1695116851,0.0,0.0,0.0,0.0,234.0,1
1695116854,20797.0,0.0,8295.0,12509.0,232.0,1
1695116857,0.0,0.0,0.0,0.0,234.0,1
1695116860,0.0,0.0,0.0,0.0,234.0,1
1695116863,0.0,0.0,0.0,0.0,234.0,1
1695116866,0.0,0.0,0.0,0.0,233.0,1
1695116869,0.0,0.0,0.0,0.0,233.0,1
1695116872,280084.0,372736.0,39081.0,241003.0,171.0,1
1695116875,27420.0,354986.6666666666,27420.0,0.0,171.0,1
1695116878,0.0,0.0,0.0,0.0,171.0,1
1695116881,0.0,0.0,0.0,0.0,171.0,1
1695116884,218526.6666666667,409600.0,94120.0,124400.0,171.0,1
1695116887,143304.0,294912.0,52020.0,91284.0,223.0,1
1695116890,0.0,0.0,0.0,0.0,225.0,1
1695116893,0.0,0.0,0.0,0.0,224.0,1
1695116896,0.0,0.0,0.0,0.0,226.0,1
1695116899,0.0,0.0,0.0,0.0,222.0,1
1695116902,0.0,0.0,0.0,0.0,225.0,1
1695116905,0.0,0.0,0.0,0.0,225.0,1
1695116908,0.0,0.0,0.0,0.0,224.0,1
1695116911,1380.6666666666667,0.0,551.0,836.0,227.0,1
1695116914,22553.0,0.0,22553.0,0.0,224.0,1
1695116917,240749.0,0.0,77203.33333333334,163539.33333333334,177.0,1
1695116920,11418.0,0.0,4554.0,6870.0,171.0,1
1695116923,0.0,0.0,0.0,0.0,171.0,1
1695116926,0.0,0.0,0.0,0.0,171.0,1
1695116929,71742.0,147456.0,33888.0,37854.0,171.0,1
1695116932,289830.0,540672.0,110778.0,179052.0,240.0,1
1695116935,0.0,0.0,0.0,0.0,240.0,1
1695116938,0.0,0.0,0.0,0.0,241.0,1
1695116941,0.0,0.0,0.0,0.0,242.0,1
1695116944,0.0,0.0,0.0,0.0,242.0,1
1695116947,0.0,0.0,0.0,0.0,240.0,1
1695116950,0.0,0.0,0.0,0.0,241.0,1
1695116953,0.0,0.0,0.0,0.0,240.0,1
1695116956,0.0,0.0,0.0,0.0,239.0,1
1695116959,0.0,0.0,0.0,0.0,241.0,1
1695116962,231400.0,300373.3333333333,0.0,231393.3333333333,171.0,1
1695116965,48728.666666666664,285354.6666666666,8284.0,40444.666666666664,171.0,1
1695116968,0.0,0.0,0.0,0.0,171.0,1
1695116971,0.0,0.0,0.0,0.0,171.0,1
